,assignment_number,comments,skill,participant_id,batch,grade
0,583.0,,Correctness,12,1,A-
1,211.0,,Correctness,12,1,F
2,338.0,,Correctness,12,1,A-
3,618.0,,Correctness,12,1,A
4,448.0,,Correctness,12,1,A-
5,551.0,many files did not compile when the submission was downloaded,Correctness,12,1,F
6,249.0,,Correctness,12,1,A+
7,97.0,,Correctness,12,1,B+
8,70.0,missing consistency in indentation and spaces between methods and logical blocks. ,Correctness,12,1,B
9,246.0,,Correctness,12,1,B+
10,49.0,,Correctness,12,1,A-
11,294.0,,Correctness,12,1,A-
12,478.0,,Correctness,12,1,A++
13,615.0,there does not seem to be any addition of code written by the individual in addition to the code handout. ,Correctness,12,1,F
14,604.0,,Correctness,12,1,A+
15,440.0,,Correctness,12,1,B+
16,441.0,,Correctness,12,1,A-
17,330.0,"does not download on gradescope so unable to check if it compiles but looking at the code, i have given a correctness mark given that it does compile. if not 0 points should be given. ",Correctness,12,1,B+
18,38.0,,Correctness,12,1,A+
19,429.0,,Correctness,12,1,A-
0,583.0,,Code Elegance,12,1,A
1,211.0,,Code Elegance,12,1,B-
2,338.0,,Code Elegance,12,1,A-
3,618.0,,Code Elegance,12,1,A+
4,448.0,,Code Elegance,12,1,A-
5,551.0,,Code Elegance,12,1,B+
6,249.0,,Code Elegance,12,1,A-
7,97.0,,Code Elegance,12,1,A-
8,70.0,,Code Elegance,12,1,B+
9,246.0,,Code Elegance,12,1,B-
10,49.0,,Code Elegance,12,1,B+
11,294.0,,Code Elegance,12,1,B
12,478.0,,Code Elegance,12,1,A+
13,615.0,,Code Elegance,12,1,F
14,604.0,,Code Elegance,12,1,A-
15,440.0,,Code Elegance,12,1,B+
16,441.0,,Code Elegance,12,1,A
17,330.0,,Code Elegance,12,1,A-
18,38.0,,Code Elegance,12,1,A-
19,429.0,,Code Elegance,12,1,A+
0,583.0,,Documentation,12,1,A
1,211.0,,Documentation,12,1,C+
2,338.0,,Documentation,12,1,B
3,618.0,,Documentation,12,1,B
4,448.0,,Documentation,12,1,A-
5,551.0,,Documentation,12,1,A++
6,249.0,,Documentation,12,1,A+
7,97.0,,Documentation,12,1,B-
8,70.0,,Documentation,12,1,B-
9,246.0,,Documentation,12,1,A-
10,49.0,,Documentation,12,1,B-
11,294.0,,Documentation,12,1,A-
12,478.0,,Documentation,12,1,A-
13,615.0,there does not seem to be any code added to the handout that is the work of the individual,Documentation,12,1,F
14,604.0,,Documentation,12,1,A-
15,440.0,,Documentation,12,1,B-
16,441.0,,Documentation,12,1,B-
17,330.0,,Documentation,12,1,C-
18,38.0,,Documentation,12,1,A
19,429.0,,Documentation,12,1,D+
0,276.0,It is readable in general.,Readability,07,1,A-
1,149.0,"Though it can be understood, it should be better even for a student (because the original example is very readable.)",Readability,07,1,B+
2,31.0,Easy to read.,Readability,07,1,A+
3,627.0,Easy to read.,Readability,07,1,A+
4,312.0,Easy to read.,Readability,07,1,A+
5,360.0,Easy to read.,Readability,07,1,A+
6,139.0,Easy to read.,Readability,07,1,A+
7,115.0,Easy to read.,Readability,07,1,A+
8,532.0,Easy to read.,Readability,07,1,A+
9,71.0,Easy to read.,Readability,07,1,A+
10,354.0,Easy to read.,Readability,07,1,A+
11,118.0,Easy to read.,Readability,07,1,A+
12,675.0,Easy to read.,Readability,07,1,A+
13,382.0,More thoughtful than others.,Readability,07,1,A+
14,663.0,Easy to read.,Readability,07,1,A+
15,62.0,"Though it can be understood, it should be better even for a student (because the original example is very readable.)",Readability,07,1,B+
16,599.0,Easy to read.,Readability,07,1,A+
17,567.0,Easy to read.,Readability,07,1,A+
18,227.0,Easy to read.,Readability,07,1,A+
19,559.0,Easy to read.,Readability,07,1,A+
0,276.0,Very great in terms of correctness. This does a better job than the example code.,Correctness,07,1,A++
1,149.0,The basic function is fine. The challenges implemented have some bugs.,Correctness,07,1,A-
2,31.0,It is basically correct.,Correctness,07,1,A+
3,627.0,Great! More thoughtful than others.,Correctness,07,1,A++
4,312.0,Great! More thoughtful than others.,Correctness,07,1,A++
5,360.0,It is basically correct.,Correctness,07,1,A+
6,139.0,It is basically correct.,Correctness,07,1,A+
7,115.0,It is basically correct.,Correctness,07,1,A+
8,532.0,Very great in terms of correctness. This does a better job than the example code.,Correctness,07,1,A++
9,71.0,It is basically correct.,Correctness,07,1,A+
10,354.0,Very great in terms of correctness. This does a better job than the example code.,Correctness,07,1,A++
11,118.0,It is basically correct. It is thoughtful.,Correctness,07,1,A+
12,675.0,It is basically correct.,Correctness,07,1,A+
13,382.0,Very great. More thoughtful than others.,Correctness,07,1,A++
14,663.0,It is basically correct.,Correctness,07,1,A+
15,62.0,It is basically correct.,Correctness,07,1,A+
16,599.0,It is basically correct.,Correctness,07,1,A+
17,567.0,It is basically correct.,Correctness,07,1,A+
18,227.0,It is basically correct.,Correctness,07,1,A+
19,559.0,It is basically correct.,Correctness,07,1,A+
0,276.0,It is okay but could be better.,Code Elegance,07,1,A-
1,149.0,Not bad for a student. Terrible for a professional.,Code Elegance,07,1,B+
2,31.0,"It is good, though there are little problems here and there.",Code Elegance,07,1,A
3,627.0,"It is good, though there are little problems here and there.",Code Elegance,07,1,A
4,312.0,"It is good, though there are little problems here and there.",Code Elegance,07,1,A
5,360.0,"It is good, though there are little problems here and there.",Code Elegance,07,1,A
6,139.0,Better than others.,Code Elegance,07,1,A+
7,115.0,"It is good, though there are little problems here and there.",Code Elegance,07,1,A
8,532.0,"It is good, though there are little problems here and there.",Code Elegance,07,1,A
9,71.0,"It is good, though there are little problems here and there.",Code Elegance,07,1,A
10,354.0,"It is good, though there are little problems here and there.",Code Elegance,07,1,A
11,118.0,Better than others.,Code Elegance,07,1,A+
12,675.0,Better than others.,Code Elegance,07,1,A+
13,382.0,Better than others.,Code Elegance,07,1,A+
14,663.0,"It is good, though there are little problems here and there.",Code Elegance,07,1,A
15,62.0,Not bad for a student. Terrible for a professional.,Code Elegance,07,1,B+
16,599.0,"More thoughtful than others, but it does NOT improve elegance (if I am honest, it only makes things worse). However, this is the inherent problem from the example, which should not be a reason to punish our students.",Code Elegance,07,1,A
17,567.0,"It is good, though there are little problems here and there.",Code Elegance,07,1,A
18,227.0,Could be better.,Code Elegance,07,1,B+
19,559.0,"It is good, though there are little problems here and there.",Code Elegance,07,1,A
0,276.0,Overall good considering this is a student project. Some comments are unnecessary. The overall usage of the comment can be cleaner.,Documentation,07,1,A+
1,149.0,"Overall, it is great.",Documentation,07,1,A
2,31.0,Better than most of the others.,Documentation,07,1,A+
3,627.0,Great! It is better than others.,Documentation,07,1,A+
4,312.0,"Overall, it is great.",Documentation,07,1,A
5,360.0,"Overall, it is great.",Documentation,07,1,A
6,139.0,Great! It is better than others.,Documentation,07,1,A+
7,115.0,"Overall, it is great.",Documentation,07,1,A
8,532.0,Better than most of the others.,Documentation,07,1,A+
9,71.0,"Overall, it is great.",Documentation,07,1,A
10,354.0,"Overall, it is great.",Documentation,07,1,A
11,118.0,"Overall, it is great.",Documentation,07,1,A
12,675.0,"Overall, it is great.",Documentation,07,1,A
13,382.0,Better than others.,Documentation,07,1,A+
14,663.0,"Overall, it is great.",Documentation,07,1,A
15,62.0,"Overall, it is great.",Documentation,07,1,A
16,599.0,"Overall, it is great.",Documentation,07,1,A
17,567.0,"Overall, it is great.",Documentation,07,1,A
18,227.0,Could be better.,Documentation,07,1,B+
19,559.0,Better than others.,Documentation,07,1,A+
0,217.0,,Readability,25,2,A+
1,623.0,,Readability,25,2,A+
2,315.0,,Readability,25,2,A+
3,21.0,,Readability,25,2,A+
4,212.0,,Readability,25,2,A+
5,550.0,,Readability,25,2,A+
6,407.0,,Readability,25,2,A
7,497.0,,Readability,25,2,A++
8,271.0,,Readability,25,2,A++
9,686.0,,Readability,25,2,A+
10,539.0,,Readability,25,2,A++
11,434.0,,Readability,25,2,F
12,510.0,,Readability,25,2,A+
13,74.0,,Readability,25,2,A+
14,183.0,,Readability,25,2,A+
15,563.0,,Readability,25,2,A++
16,286.0,,Readability,25,2,A++
17,287.0,,Readability,25,2,A++
